21860	Это целая наука бабочка проходит за свою жизнь три этапа преодоления смерти собственно бабочка куколка гусеница и тем самым доказывает мысль 
21860	Этим макрообъективом можно поймать портрет куколки гусеница и самой бабочки или жука 
21860	Если кому-то бабочки начиная от гусеница интереснее роботов см мои отчеты 
21860	Наверно многим девочкам полезно было бы с бабочками повозиться чтоб к гусеница и прочей ползучести спокойнее относиться 
21860	Если весной гусеница подобрать и выкормить то можно 
21860	Наша гусеница найденная в принесенных домой овощах 
21860	Но наша гусеница ела не листья а яблоки 
21860	Если высохла может воздух для нее слишком сухой был  А еще на гусеница паразиты нападают  Всякое бывает в 
19345	На столе сержанта красовалась стильная и могучая машинка  плоская почти полметра длиной на открытых гусеница опоясывающих сплошной лентой приземистый корпус 
21860	Мире же хотелось выглядеть повзрослее конечно еще не бабочкой но хотя бы гусеница уже готовой выпустить из себя 
21860	В то время как прочие по наказу взрослых собирали бабочек в трехлитровые банки кишевшие упругим под ладонью трепыханием дымившиеся над горлышком стряхиваемой пыльцой я занимался куда более гуманным уничтожением поколения гусеница ежегодно грозящего сирени  
21860	Откладывает яички на стебли и листья а гусеница с удовольствием уплетают жгучую зелень 
21860	Их гусеница развиваются на крушине питаются ее 
21860	А потомство её будто гадкий утёнок  гусеница чёрная с тёмными волосками с 
21860	Дождевые черви гусеница личинки майского жука слепни и 
21860	В то время как прочие по наказу взрослых собирали бабочек в трехлитровые банки кишевшие упругим под ладонью трепыханием дымившиеся над горлышком стряхиваемой пыльцой я занимался куда более гуманным уничтожением поколения гусеница ежегодно грозящего сирени  
21860	В то время как прочие по наказу взрослых собирали бабочек в трехлитровые банки кишевшие упругим под ладонью трепыханием дымившиеся над горлышком стряхиваемой пыльцой я занимался куда как более гуманным уничтожением поколения гусеница ежегодно грозящего сирени  
21860	Про японских червей-личинок тайских сверчков и гусеница и даже про выставленные на 
21860	Оборотни  гусеница оборачивается бабочкой личинка стрекозы  стрекозой 
19345	Фитч построил в Уорминстере подобное судно по бортам которого были устроены бесконечные ленты с плицами нечто вроде гусеница  
21860	При повышенной влажности и температуре особенно если помещение редко проветривается в крупах и муке заводятся различные вредители амбарный долгоносик хлебный точильщик мучной хрущак гусеница и личинки амбарной и зерновой 
19345	На его базе разработан болотоходный ДТ-Б с расширенными гусеница он может работать на пониженных 
19345	Саничев пишет Аэросани и снегоход с гусеница это очень хорошо но довольно 
19345	Он предлагает разместить под его носовой частью пару колес с шипами или гусеница  
19345	Во-вторых разбитый лед забиваясь в колеса или катки гусеница быстро выведет их из строя 
19345	А в-третьих какими должны быть колеса или гусеница чтобы выдержать многотысячетонный вес корабля 
19345	По одному из них нос ледокола снабжен зубчатой гусеница к тому же играющей роль 
19345	Вот почему нелишне упомянуть о своеобразной попытке уменьшить эти потери в  году Ф Мишкорудников предложил установить по обоим бортам ледокола бесконечные ленты  нечто вроде гусеница расположенных вертикально авторское свидетельство   
21860	Разбрасывая по прудам мертвых гусеница зараженных личинками глистов удается уничтожить 
19345	Его сильно толкнуло в плечо и в следующую секунду он увидел как танк разматывая длинную ленту гусеница завертелся на месте  
19345	А танк все вращался на месте распуская плоскую ленту гусеница  
19345	Ловчий пояс  старинное и испытанное средство против яблонной плодожорки гусеница забираются под ленты из мешковины 
21860	Хорошие помощники садоводов  птицы уничтожающие яйца вредителей  личинок и гусеница  
19345	Трактор снова начал свою несложную работу  бесконечной грязной лентой потекли вверх гусеница задрожал трос  
19345	Наконец один снаряд чиркнул по покатой башне а другой тут же ударил в борт и танк вдруг на полном ходу с лязгом круто развернулся расстилая по траве широкий и тяжелый пласт гусеница  
19345	Танк дернулся еще сильнее будто проглатывая что-то и из-под его загремевших и замелькавших гусеница полетели в воздух комья  
19345	Танк встряхнуло и окутало дымом но он взвыв еще сильнее рванулся вперед и со скрежетом проложил левую гусеница над окопом Андрея а потом 
19345	Пробежав несколько метров Юргин разогнулся и со всей силой бросил связку гранат под гусеница танка а сам обессиленно ткнулся 
19345	Через секунду он поднял голову и увидел что танк погрязнув правой гусеница в окопе косо уткнувшись в 
19345	Скрежеща ослабевшей спадающей гусеница танк круто повернулся и полез 
19345	Оглушив воем мотора и скрежетом танк уже лез на бруствер дворика задирая вверх гусеница  
19345	Он уже не видел как танк левой гусеница накрыл пушку и артиллериста  
19345	Наши танки не могли здесь прорваться в Скирманово и гусеница уничтожали вдоль оврага вражеские блиндажи 
19345	Совсем близко оглушая ревел мотор танка скрежетали гусеница рвала воздух пушка вокруг гремела 
19345	Подминая кустарник взвихривая снежные сугробы танк Т- вышел к канаве и распластал над ней широкие гусеница  
